week_number,area_reported,cases_reported
42,Polonnaruwa,0
42,Badulla,5
42,Monaragala,0
42,Ratnapura,4
42,Kegalle,3
43,Colombo,47
43,Gampaha,13
43,Kalutara,10
43,Kandy,2
43,Matale,1
43,NuwaraEliya,1
43,Galle,11
43,Hambantota,3
43,Matara,4
43,Jaffna,7
43,Kilinochchi,1
43,Mannar,1
43,Vavuniya,0
43,Mullaitivu,0
43,Batticaloa,3
43,Ampara,0
43,Trincomalee,5
43,Kalmune,3
43,Kurunegala,0
43,Puttalam,0
43,Anuradhapura,6
43,Polonnaruwa,3
43,Badulla,4
43,Monaragala,1
43,Ratnapura,5
43,Kegalle,2
44,Colombo,83
44,Gampaha,34
44,Kalutara,0
44,Kandy,17
44,Matale,2
44,NuwaraEliya,12
44,Galle,5
44,Hambantota,0
44,Matara,0
44,Jaffna,2
44,Kilinochchi,2
44,Mannar,2
44,Vavuniya,0
44,Mullaitivu,0
44,Batticaloa,2
44,Ampara,3
44,Trincomalee,0
44,Kalmune,4
44,Kurunegala,4
44,Puttalam,2
44,Anuradhapura,7
44,Polonnaruwa,3
44,Badulla,6
44,Monaragala,6
44,Ratnapura,27
44,Kegalle,7
45,Colombo,30
45,Gampaha,19
45,Kalutara,11
45,Kandy,1
45,Matale,0
45,NuwaraEliya,0
45,Galle,19
45,Hambantota,3
45,Matara,4
45,Jaffna,4
45,Kilinochchi,2
45,Mannar,1
45,Vavuniya,3
45,Mullaitivu,2
45,Batticaloa,0
45,Ampara,0
45,Trincomalee,0
45,Kalmune,0
45,Kurunegala,0
45,Puttalam,0
45,Anuradhapura,4
45,Polonnaruwa,0
45,Badulla,4
45,Monaragala,4
45,Ratnapura,4
45,Kegalle,4
46,Colombo,34
46,Gampaha,35
46,Kalutara,38
46,Kandy,7
46,Matale,0
46,NuwaraEliya,13
46,Galle,8
46,Hambantota,1
46,Matara,3
46,Jaffna,5
46,Kilinochchi,0
46,Mannar,0
46,Vavuniya,0
46,Mullaitivu,0
46,Batticaloa,2
46,Ampara,0
46,Trincomalee,0
46,Kalmune,2
46,Kurunegala,0
46,Puttalam,0
46,Anuradhapura,2
